"Ceiscrn","Ok  i love this app  it is really helpful  but this new look tho is just not there for me. Sorry. Can i somehow get an old version  cuz this one just look cheap and sketchy !!","+","4","About new look",3530650672,"https://itunes.apple.com/us/reviews/id548119272",5.2.63,0
"mikeyavorsky","Fix the course  please.","-","1","Swahili only language with no audio?",3530588159,"https://itunes.apple.com/us/reviews/id25385928",5.2.63,0
"Frackeroni","Please fix! ¡Por favor  arregla!  Lately this app has been ruined. It randomly logged me off from my account. I tried to come back in  but it claims my account never existed in the first place! A whole two years of my progress has been lost!   I'm also not the only one experiencing this problem. I've read several recent reviews that complained about this.  Please fix this problem  so we all can get our accounts back. Otherwise  I see no purpose in using this app.  This was a really great app. In retrospect  I think I was being excessively pesky  and should've rated it 5 stars. It may not have had everything I wanted  but it was still really great for learning languages! I learned lots of Spanish  and was almost fluent. But  it's now been ruined.","-","1","Ruined. Please fix!",3530321784,"https://itunes.apple.com/us/reviews/id109685113",5.2.63,1
"i.am.yanye","If you’re learning a language  you shouldn’t be penalized for messing up during your first practice with the language. No one is going to get a language the first time they see it. Having five mistakes  weather you don’t understand it or you hit the wrong thing  is awful. Limiting your learning time through the hearts is annoying. It’s all just to push their premium  anyways. However  it’s easier than self teaching yourself a language. Duolingo is meant to be a language learner at convenience  which is does well enough.","-","3","Duolingo was better than this",3530209515,"https://itunes.apple.com/us/reviews/id791175573",5.2.63,0
"TW Ballz","Not sure if there is a way to change it back to the version before 12/13/18 but if there is please please do!","-","3","The update is kinda bothering",3530053364,"https://itunes.apple.com/us/reviews/id34775402",5.2.63,0
"D Juarez","The iOS version of Duolingo doesn’t allow me to test out of a skill. Please add that feature!","+","4","I prefer the Android version",3530036156,"https://itunes.apple.com/us/reviews/id949322223",5.2.63,0
"Zkonatham","I am so happy over finding this app. To me  it is the best! I really like the way it cross-references the learning curves  helps with correct grammar  speaking  spelling  and memorization. Also  I like how this app helps me to construct sentences. Also  the use of words and pictures elevates the learning process to a higher level. Duolingo  you are absolutely the best!","+","5","Kudos to Duolingo",3529936098,"https://itunes.apple.com/us/reviews/id949302648",5.2.63,0
"Mikal T","When i first started using this app 6+ months ago  I was so impressed I went for the PLUS. The more they have updated the glitchier it gets. Now even downloaded lessons take 2+ minutes to initialize. frequently streaks disappear - not such a big deal  BUT when you have to re-do the lessons you completed earlier in the day because your progress has disappeared also  that is frustrating. INTERESTINGLY the “OFFER” to repair the streak loss for $13.99 pops up immediately! Why do I doubt the streak loss problem ( if it was not intentionally designed into the app) will ever be fixed??? There are many other language apps out there. I would suggest checking those out before spending a single penny on this one.","-","1","GETTING WORSE Don’t PAY 4 PLUS",3529902613,"https://itunes.apple.com/us/reviews/id87707855",5.2.63,0
"Faith🌷","I am 15 and this is so easy and helpful for me! Me and my brother (who is 21) are using it together and it’s kinda like a fun competition to see who can get the best score and go further! We absolutely love it!","+","5","Easy to use",3529901989,"https://itunes.apple.com/us/reviews/id668618917",5.2.63,0
"Zola S.","While DuoLingo is no replacement for human interaction  it is a useful tool for building vocabulary and basic grammar in a new language. For English language learners  you can select your native language. This makes the program accessible to those with minimal knowledge of English. I recommend it to my students to practice during semester breaks because the app notifications remind them to keep practicing.   I cannot express just how much I appreciate that the developers have included endangered languages like Navajo. This is a huge step in the world of online language learning.   As a nerd  I just have to say OMG THERE’S KLINGON AND HIGH VALERIAN!","+","5","Leading the Pack",3529861567,"https://itunes.apple.com/us/reviews/id239866433",5.2.63,0
"ShineManage","I would like to commend you for this great and amazing app. I love it","+","5","Most amazing app to learn any language",3528719455,"https://itunes.apple.com/us/reviews/id23968950",5.2.63,1
"Ter1025","Changing my picture  tapping on two words or typing  just checking the shop- lags for several minutes. :/ please fix. I do love the update though!","-","2","Looks nice  but horrible lag",3528372590,"https://itunes.apple.com/us/reviews/id222088729",5.2.63,0
"J3SUSRockz","I love this! It gets boring at times  of course  because it’s very repetitive  but I understand more as I’m learning! The only thing I have a bit of a struggle with is the audio. I think it just needs a bit tweaking. It sometimes sounds like there’s slurs of S’s and L’s and J’s and stuff.","+","5","Audio/Great App!",3528371020,"https://itunes.apple.com/us/reviews/id549615351",5.2.63,1
"soundpro","seriously? who thought this is an improvement? it looks 10 years older  cramped and primitive. what a shame to ruin one of the best language apps out there.","-","2","redesign is Horrific",3528347340,"https://itunes.apple.com/us/reviews/id42247438",5.2.63,1
"LetssGettThissBreadd","I enjoy duolingo but I have a hard time motivating cause the languages I really want aren’t on there. I know Arabic is in the works and I hope it gets put in soon. Are there any plans to add Tagalog/Filipino?","+","4","Good app  want more language options",3528216433,"https://itunes.apple.com/us/reviews/id40415741",5.2.63,0
"Gabefrey","this app is suuupperr good if you want to learn a new language super fast than this is the app for you but it doesnt say all the words of the language but still it gets pretty much all of the words of the language so i dont know why people are complaning over nothing like get a new phone or just stop saying mean comments about that app but still get this app","+","5","get it",3527956671,"https://itunes.apple.com/us/reviews/id903201736",5.2.63,0
"shady cupcake🤩","Well it is good but I hate how there are lives so when you 5 questions wrong you have to wait  like about 5 hours then you can’t finish the lesson so please take of the lives","+","5","Good",3527954747,"https://itunes.apple.com/us/reviews/id782904986",5.2.63,0
"rhsskksndg","I used this app all the time. it was a good option as opposed to other language learning apps that costs money. When i come back to one of my favorite apps it asks me to pay for it.... i was disappointed. because the fact that they have just damaged a wonderful app  Sad.","-","1","Sad",3527918381,"https://itunes.apple.com/us/reviews/id118497614",5.2.63,1
"josh rulez","So I started using Duolingo on the computer and it was great  then I got it on mobile. The health system doesn't promote learning and makes it frustrating to use the app. All it does is make me not want to bother. I'm also not a big fan of the new style. It looks too childish and simplistic. The way it looked before was better. I'm not enjoying the learning experience anymore.","-","2","It used to be good but now...",3527874153,"https://itunes.apple.com/us/reviews/id429172403",5.2.63,0
"Alaskans without borders","After every update it gets slower and slower to actually open a lesson.  Please figure out what is going on.","+","4","Every update it gets slower",3527807046,"https://itunes.apple.com/us/reviews/id10485701",5.2.63,0
"WEIMX3","This app used to be very easy to use for the visually impaired. The new version (from 12/13/18 has very small hard to read text.","-","2","New version is bad",3527801421,"https://itunes.apple.com/us/reviews/id41090441",5.2.63,1
"Dhacka","In my opinion  the new design is cluttered  bulky and overall distracting. Still using app but the previous design was just much simpler and appealing.","+","5","New design",3527661233,"https://itunes.apple.com/us/reviews/id106920801",5.2.63,1
"-EK-Red-","This was a awesome app but now you can only make so many mistakes before you have to wait like 4hours to try again. I like the old version better when you could practice over and over again.","-","1","Ruined",3527644667,"https://itunes.apple.com/us/reviews/id109285673",5.2.63,1
"Krueg86","The app appears to be doing exactly what it suggests. Very satisfied... So far.","+","4","So far so good",3527625533,"https://itunes.apple.com/us/reviews/id154857777",5.2.63,0
"ZR4809","Who needs Rosetta Stone with Duolingo? Best way to learn a language!","+","5","Awesome",3527550112,"https://itunes.apple.com/us/reviews/id458825533",5.2.63,0
"TheaLover","Thank you Duolingo I’ve learned a lot from this appointment","+","5","Thanks",3527522758,"https://itunes.apple.com/us/reviews/id737805475",5.2.63,0
"SydTheDutcher99","I am a very young woman and I am actually learning Dutch really quick!","+","5","DUTCHING!!",3527434483,"https://itunes.apple.com/us/reviews/id812613288",5.2.63,0
"pegcp","This app can never understand me when I speak back words or phrases 😑","-","3","Peggy",3527345308,"https://itunes.apple.com/us/reviews/id172224503",5.2.63,0
"mtthwnk","It was all nice but now you’re just shoving to people’s faces they need to pay in order to keep going. Before it was complete free  and unlimited to use  but now you have this health thing which now limits with very little time. Which now you can’t do more lessons because you need to do a 7 day free trial  then pay afterwards. Why ruin such a nice app? That’s pretty shameful for the developers of this app","-","1","You’ve ruined it",3527070853,"https://itunes.apple.com/us/reviews/id909218693",5.2.63,3
"😊💗🙃🤣😍😂😜","I love duolingo! It’s a super helpful and fun app. However  it could be improved with a few suggestions. One  more of the lessons should be available offline for free. And two you shouldn’t have to have enough “health” to learn. You should be able to learn for as long as you want without having to earn more hearts. It slows down the learning process by hindering you from studying. I would love to give duolingo 5 stars but these flaws are keeping me from it. I know  however  that no app is perfect so thanks for creating such a great app and learning resource!","-","3","Great but a couple flaws",3527069694,"https://itunes.apple.com/us/reviews/id819581734",5.2.63,0
"Diego Cantú","In 3 weeks of work I’ve learned more Czech than from any other method over 2 years.  I take screenshots to make my friends and colleagues laugh: One husband is entirely enough; There are spiders living in Katerina’s violin; What are these wolves doing here? The Czech president wants to sell Prague to Russia; There was a head in the fridge. The silliness actually makes it more real  motivating you and making you truly learn rather than just memorize stock phrases.   I had already learned 4 foreign languages to fluency before i knew about Duolingo  using many methods over many years. With it i’ve quickly learned enough Polish and French for traveling  and was disappointed they didn’t have Czech. Until now...","+","5","Try the Czech!",3526977599,"https://itunes.apple.com/us/reviews/id344634826",5.2.63,0
"imani saadiq","Y’all only have such little languages to learn  like how y’all wanna add Hindi but not Arabic? And there ain’t even a voice for the Hawaiian language so how am I supposed to know how to pronounce it?  Y’all should also make sure you learn from actual fluent speakers in a language before recommending it to your followers cause as a Spanish speaker y’all do not have good grammar in the Spanish side so when s Spanish learner tries to talk to me then they’ll get some stuff wrong.  Maybe y’all should also make new learners  learn the alphabet in a specific language so that could help them  cause I tried learning the alphabet and numbers for Hawaiian language but I can’t find it on YouTube ☹️","-","3","This is a good learning app but not enough",3526786402,"https://itunes.apple.com/us/reviews/id744738954",5.2.63,0
"Dan der Amerikaner","I have been using Duolingo for about a year now to learn German (which I had studied some years before). Duolingo has given me the exposure I need to keep my spoken German at functional level  expand my lexicon  and sharpen my listening and spelling skills. I have not yet used a program that is as user friendly  convenient  expedient  and efficient for a motivated language learner as Duolingo. Short of a fluent tutor  this is the best option yet. I encourage children and adults alike to take advantage of this program. Thanks!","+","5","Love it!",3526679992,"https://itunes.apple.com/us/reviews/id219498915",5.2.63,0
"helen andrews","I feel like I am doing something useful as I learn Spanish on this app. I have been at it for 2.5 years and have learned to speak and hear Spanish pretty well.","+","5","Great learning tool",3526611416,"https://itunes.apple.com/us/reviews/id426113738",5.2.63,0
"hombres infieles","Para mi es una grande oportunidad de estudiar en casa a la hora q tengo tiempo gracias a este programa gratuito me gusta muchísimo para mi a sido de gran ayuda gracias.","+","5","A quien corresponda",3526519852,"https://itunes.apple.com/us/reviews/id948897344",5.2.63,0
"Eighty grit","Man I loved this program!  Notice the past tense?  You SOOO screwed it up with the changes though.  Running out of health means you can’t advance anymore?  That does NOTHING to promote learning  it is ABSOLUTELY a ploy to force people to spend money on it.  I consider it DISHONEST to label it as a free language tool at this point.  PLEASE fix what you’ve destroyed!","-","1","Nerfed it bad!",3526474374,"https://itunes.apple.com/us/reviews/id368269702",5.2.63,2
"Nate24740","Loving this app so far. I’v learned more Spanish in the last few weeks than I did the whole time I took Spanish in high school. One suggestion to the creators is to add some sort of an archive of the words I’ve learned that way I can review the word and it’s translated meaning. I’ll be sitting somewhere and a Spanish word will come to me like a song stuck in my head and I can’t for the life of me remember what it means. If there was an archive I could go into Duolingo for the meaning instead of Google.","+","4","Great fun! Great learning!",3526363044,"https://itunes.apple.com/us/reviews/id453856006",5.2.63,0
"wolfgamer26","Oh my gosh I love dolingo so much it helps my in school and it helps me so if i go to a different country i know what they are saying","+","5","marli",3526113136,"https://itunes.apple.com/us/reviews/id430421961",5.2.63,0
"Noviceoutsider🍁","This app is amazing! I recommend it to anyone dying to learn a new language. However  I wish that the app offered learning how to write the characters of the language (ex. Japanese Hiragana.) The appearance of this extension of writing education would earn the app it’s final ★ from me.","+","4","Only One Thing is Missing",3525984653,"https://itunes.apple.com/us/reviews/id476932324",5.2.63,1
