"Davru","My one persistent (albeit minor) complaint has been that I always do my daily Duolingo on my iPad  which is in landscape orientation with a Smart Keypad  and Duolingo has always insisted on switching to forced portrait mode (i.e.  sideways) for the end of lesson screens and the “Tips” pages.  With the latest release they’ve cleaned up the interface in general and  in particular  they’ve finally fixed that annoying bug. Yea!  Duolingo has a great mix of word matching  sentence construction  translation  and repetition. I’m on a 282 day streak in Spanish  and it continues to be enjoyable and productive.  Great work  Duolingo.","+","5","Great way to learn a language!",3533515446,"https://itunes.apple.com/us/reviews/id34505905",0
"averyanoyyedperson!!!!!","This app was actually good for about five minutes. Every time I leave the app  I get six notifications. And then  here come the emails. I WILL GET FIVE EMAILS IN TEN MINUTES!!! If you don’t have a lot of space on your phone or iPad I recommend not getting it it will plug up your email","-","1","STOP SENDING ME NOTIFICATIONS!!!!!!!!",3533499554,"https://itunes.apple.com/us/reviews/id700261657",0
"ckupski","This app is easy for me to use and very intuitive. Thanks for making it available to anyone wanting to learn a new language!!! 👍🏽","+","5","Doubling",3533314416,"https://itunes.apple.com/us/reviews/id327707742",0
"kayyy234","The update ruined a good app. I do not like how you cannot go back and review certain lessons anymore. I had stopped learning Japanese for a while and lost a lot of progress  but I cannot start from the very beginning anymore.","-","2","I do not like the updates",3532555534,"https://itunes.apple.com/us/reviews/id949590782",0
"saba stars","Beautiful","+","5","Sabax2",3532153504,"https://itunes.apple.com/us/reviews/id691986061",0
"AnnMarie_Cool","ADD THE FILIPINO LANGUAGE PLEASE.","-","3","I need my true language",3532093999,"https://itunes.apple.com/us/reviews/id616242395",0
"jhsgsnsnsnshysneybabbshhsbsnan","This is good for every single kid they can learn new language instead of 1?","+","5","Duolingo help",3532063153,"https://itunes.apple.com/us/reviews/id723646450",0
"Ench-Aroura","I can't believe this app is free ... I want to actually donate money to it because it's that awesome but it's free ... Wow it's my favorite app hands down ... I seriously am amazed I can't begin to say ... I would give it 1000000 stars if I could .","+","5","AMAZING",3532061456,"https://itunes.apple.com/us/reviews/id945869108",0
"M.Y. 12345","I love this app  but recently I’ve been trying to get my dad to learn English and this was my first stop. Unfortunately  to my disappointment  Duolingo does not offer English as a language taught. I think that should change  a lot of people will benefit from it. Please include English (American) as one of the languages that can be offered.","-","3","Need English as a Language to be Taught",3531831088,"https://itunes.apple.com/us/reviews/id287857600",1
"teju2007","Best app ever I am 11 and want to know French and this helped in a day. And it’s free I’m serious","+","5","Loooove it",3531502184,"https://itunes.apple.com/us/reviews/id433333049",0
"haolqbsisjzksd","Yesterday I was on a 59 day streak. Today I try to login in and it tells me that I’ve been logged out and I can’t get back in. Who ever did this should get fired because know I have to start all over again","-","1","It was good at first but then got worse",3531297189,"https://itunes.apple.com/us/reviews/id692303048",0
"Shiloh V","Great update! Except that now the words are too small. Perhaps this is due to the font change. Please consider making the text size 4 points bigger. (I’m using an iPad.)","+","4","Type too small",3531213051,"https://itunes.apple.com/us/reviews/id101347548",0
"SpicyPeaches","To people who are complaining about the price- Why you sister salty?  Ads and things help keep this amazing app free! I’m learning French  Czech  and Greek. All my friends have gotten interested and we all agree Duo is super cute!  I wish you could have the chat bots on your tablet or computer though  that would be helpful. I love how y’all make it fun and send daily reminders. Keep up the spectacular work!","+","5","Utterly Amazing!",3531141324,"https://itunes.apple.com/us/reviews/id861939859",0
"Police lives matter 💙🖤💙","This app is great and fun for learning a new language or languages. I’m learning German right now  and this app really helps.   Danke (thank you)  Dou!","+","5","Highly recommend if you’re interested in learning a new language!!",3531060333,"https://itunes.apple.com/us/reviews/id474826702",0
"Jawsthedalek","Let it be known I’m rating this 5 stars to get this to the top of the page.   Honestly  it’s so r**arded that I can’t view assignments at all while I’m on the app. There used to be a workaround where you could do it on safari or chrome but now you guys are forcing the mobile version. I’m unwillingly behind on homework because you idiots are keeping a vital feature away from an otherwise great app. If I were running things  I would fire programmers who take away features like that and try to shove down our throats stripped down content.  Duolingo  Fix this.","+","5","Horrible for people who use this for class",3531021596,"https://itunes.apple.com/us/reviews/id574501576",0
"deletes my progress","i’ve had this app for a few days now and made progress and was really liking it until it deleted all my progress and made me start over i was pretty mad but i redid it and the next day it was all gone again today it did that twice and for that reason it has 2 stars","-","2","deletes my progress",3531000304,"https://itunes.apple.com/us/reviews/id949430926",0
"AmeliaC353","Everything is good I wish we had more time speaking it though  all my friends say I pronounce it wrong.","+","5","Great app to learn a new language",3530924081,"https://itunes.apple.com/us/reviews/id839416819",0
"UNWISE OWL","THE RECENT UPDATES AND CHANGES TO THE DUOLINGO APP ARE IRRITATING    FRUSTRATING   AND NOT EXPLAINED ANYWHERE   MAKING MY ONCE LOVED LANGUAGE LEARNING APP USELESS TO ME  IN THE PREVIOUS VERSION THERE WERE NO LIMITATIONS OR RESTRICTIONS ON WHAT LEVEL OR LESSONS A PERSON COULD LEARN  DAILY LIFE AND WORK MEAN I HAVE A VERY BROAD TO DO LIST THAT MUST BE ACCOMPLISHED  I MUST BE ABLE TO USE THE SPECIFIC SUBJECT  LESSON ( S )  FOR THOSE PARTICIPATING CUSTOMERS   DUOLINGO’S UPDATE TODAY ( 12 / 14 / 2018 ) DOES NOT ALLOW THE PREVIOUS CAPABILITIES — EVERY LESSON MUST NOW BE TAKEN IN ORDER STARTING FROM THE INTRODUCTORY LESSON  I AM MORE ADVANCED THAN THE INTRODUCTION AND AM NOT HAPPY WITH DUOLINGO’S RESTRICTIVE AND CONTROLLING BEHAVIOR   SHOULDNT LANGUAGE LEARNERS GET THE FREEDOM TO LEARN AT THEIR OWN PACE   CHOOSE THE LESSONS THAT THEY'RE INTERESTED IN   AND BE ABLE TO FIND SPECIFIC WORDS OR PHRASES WHEN A SITUATIONAL NEED ARISES ???  I HAVE DELETED THE DUOLINGO APP FROM MY PHONE AND WILL FIND A FRIENDLIER AND HELPFUL LANGUAGE LEARNING APP  NOTE AS OF 12 / 14 / 18 AT 11:43 AM PACIFIC — I HAVE WRITTEN AND REWRITTEN THIS REVIEW SEVERAL TIMES AND CLICKED “SEND” BUT THE REVIEW DOES NOT APPEAR AT ALL  THAT IS NOT LIKE APPLE AND I’M WONDERING IF APPLE IS REVIEWING MY REVIEW BEFORE POSTING IT FOR OTHERS TO SEE???  I’M GOING TO CLICK “SEND” NOW AND HOPE THIS REVIEW POSTS IMMEDIATELY!!! IF NOT   THEN I WILL CALL APPLE AND FILE A COMPLAINT!!!!!!!!!!","-","1","DO NOT USE — THE NEW “HEALTH” IS TOXIC FOR LANGUAGE LEARNERS!!!",3530744034,"https://itunes.apple.com/us/reviews/id949390025",0
"my penis hard for u","Really like it","+","5","Good app",3530722770,"https://itunes.apple.com/us/reviews/id845428877",0
"ProfePeluche","I’m a Middle/High school Spanish teacher. Not only do I use it in my Spanish classes  I’m also using it personally to learn German. It’s a super fun  and quite effective language learning tool.   My kids love Duolingo days. So do I. It keeps them motivated to move forward. They can see their progress  and feel like they are actually learning something. The game/leveling aspect makes it addictive. Addiction learning is beyond a good thing.","+","5","Great app!",3530716679,"https://itunes.apple.com/us/reviews/id464367440",0
"Ceiscrn","Ok  i love this app  it is really helpful  but this new look tho is just not there for me. Sorry. Can i somehow get an old version  cuz this one just look cheap and sketchy !!","+","4","About new look",3530650672,"https://itunes.apple.com/us/reviews/id548119272",0
"mikeyavorsky","Fix the course  please.","-","1","Swahili only language with no audio?",3530588159,"https://itunes.apple.com/us/reviews/id25385928",0
"Frackeroni","Please fix! ¡Por favor  arregla!  Lately this app has been ruined. It randomly logged me off from my account. I tried to come back in  but it claims my account never existed in the first place! A whole two years of my progress has been lost!   I'm also not the only one experiencing this problem. I've read several recent reviews that complained about this.  Please fix this problem  so we all can get our accounts back. Otherwise  I see no purpose in using this app.  This was a really great app. In retrospect  I think I was being excessively pesky  and should've rated it 5 stars. It may not have had everything I wanted  but it was still really great for learning languages! I learned lots of Spanish  and was almost fluent. But  it's now been ruined.","-","1","Ruined. Please fix!",3530321784,"https://itunes.apple.com/us/reviews/id109685113",0
"i.am.yanye","If you’re learning a language  you shouldn’t be penalized for messing up during your first practice with the language. No one is going to get a language the first time they see it. Having five mistakes  weather you don’t understand it or you hit the wrong thing  is awful. Limiting your learning time through the hearts is annoying. It’s all just to push their premium  anyways. However  it’s easier than self teaching yourself a language. Duolingo is meant to be a language learner at convenience  which is does well enough.","-","3","Duolingo was better than this",3530209515,"https://itunes.apple.com/us/reviews/id791175573",0
"TW Ballz","Not sure if there is a way to change it back to the version before 12/13/18 but if there is please please do!","-","3","The update is kinda bothering",3530053364,"https://itunes.apple.com/us/reviews/id34775402",0
"D Juarez","The iOS version of Duolingo doesn’t allow me to test out of a skill. Please add that feature!","+","4","I prefer the Android version",3530036156,"https://itunes.apple.com/us/reviews/id949322223",0
"Zkonatham","I am so happy over finding this app. To me  it is the best! I really like the way it cross-references the learning curves  helps with correct grammar  speaking  spelling  and memorization. Also  I like how this app helps me to construct sentences. Also  the use of words and pictures elevates the learning process to a higher level. Duolingo  you are absolutely the best!","+","5","Kudos to Duolingo",3529936098,"https://itunes.apple.com/us/reviews/id949302648",0
"Mikal T","When i first started using this app 6+ months ago  I was so impressed I went for the PLUS. The more they have updated the glitchier it gets. Now even downloaded lessons take 2+ minutes to initialize. frequently streaks disappear - not such a big deal  BUT when you have to re-do the lessons you completed earlier in the day because your progress has disappeared also  that is frustrating. INTERESTINGLY the “OFFER” to repair the streak loss for $13.99 pops up immediately! Why do I doubt the streak loss problem ( if it was not intentionally designed into the app) will ever be fixed??? There are many other language apps out there. I would suggest checking those out before spending a single penny on this one.","-","1","GETTING WORSE Don’t PAY 4 PLUS",3529902613,"https://itunes.apple.com/us/reviews/id87707855",0
"Faith🌷","I am 15 and this is so easy and helpful for me! Me and my brother (who is 21) are using it together and it’s kinda like a fun competition to see who can get the best score and go further! We absolutely love it!","+","5","Easy to use",3529901989,"https://itunes.apple.com/us/reviews/id668618917",0
"Zola S.","While DuoLingo is no replacement for human interaction  it is a useful tool for building vocabulary and basic grammar in a new language. For English language learners  you can select your native language. This makes the program accessible to those with minimal knowledge of English. I recommend it to my students to practice during semester breaks because the app notifications remind them to keep practicing.   I cannot express just how much I appreciate that the developers have included endangered languages like Navajo. This is a huge step in the world of online language learning.   As a nerd  I just have to say OMG THERE’S KLINGON AND HIGH VALERIAN!","+","5","Leading the Pack",3529861567,"https://itunes.apple.com/us/reviews/id239866433",0
"ShineManage","I would like to commend you for this great and amazing app. I love it","+","5","Most amazing app to learn any language",3528719455,"https://itunes.apple.com/us/reviews/id23968950",1
"Ter1025","Changing my picture  tapping on two words or typing  just checking the shop- lags for several minutes. :/ please fix. I do love the update though!","-","2","Looks nice  but horrible lag",3528372590,"https://itunes.apple.com/us/reviews/id222088729",0
"J3SUSRockz","I love this! It gets boring at times  of course  because it’s very repetitive  but I understand more as I’m learning! The only thing I have a bit of a struggle with is the audio. I think it just needs a bit tweaking. It sometimes sounds like there’s slurs of S’s and L’s and J’s and stuff.","+","5","Audio/Great App!",3528371020,"https://itunes.apple.com/us/reviews/id549615351",1
"soundpro","seriously? who thought this is an improvement? it looks 10 years older  cramped and primitive. what a shame to ruin one of the best language apps out there.","-","2","redesign is Horrific",3528347340,"https://itunes.apple.com/us/reviews/id42247438",1
"LetssGettThissBreadd","I enjoy duolingo but I have a hard time motivating cause the languages I really want aren’t on there. I know Arabic is in the works and I hope it gets put in soon. Are there any plans to add Tagalog/Filipino?","+","4","Good app  want more language options",3528216433,"https://itunes.apple.com/us/reviews/id40415741",0
"Gabefrey","this app is suuupperr good if you want to learn a new language super fast than this is the app for you but it doesnt say all the words of the language but still it gets pretty much all of the words of the language so i dont know why people are complaning over nothing like get a new phone or just stop saying mean comments about that app but still get this app","+","5","get it",3527956671,"https://itunes.apple.com/us/reviews/id903201736",0
"shady cupcake🤩","Well it is good but I hate how there are lives so when you 5 questions wrong you have to wait  like about 5 hours then you can’t finish the lesson so please take of the lives","+","5","Good",3527954747,"https://itunes.apple.com/us/reviews/id782904986",0
"rhsskksndg","I used this app all the time. it was a good option as opposed to other language learning apps that costs money. When i come back to one of my favorite apps it asks me to pay for it.... i was disappointed. because the fact that they have just damaged a wonderful app  Sad.","-","1","Sad",3527918381,"https://itunes.apple.com/us/reviews/id118497614",1
"josh rulez","So I started using Duolingo on the computer and it was great  then I got it on mobile. The health system doesn't promote learning and makes it frustrating to use the app. All it does is make me not want to bother. I'm also not a big fan of the new style. It looks too childish and simplistic. The way it looked before was better. I'm not enjoying the learning experience anymore.","-","2","It used to be good but now...",3527874153,"https://itunes.apple.com/us/reviews/id429172403",0
"Alaskans without borders","After every update it gets slower and slower to actually open a lesson.  Please figure out what is going on.","+","4","Every update it gets slower",3527807046,"https://itunes.apple.com/us/reviews/id10485701",0
"WEIMX3","This app used to be very easy to use for the visually impaired. The new version (from 12/13/18 has very small hard to read text.","-","2","New version is bad",3527801421,"https://itunes.apple.com/us/reviews/id41090441",1
"Dhacka","In my opinion  the new design is cluttered  bulky and overall distracting. Still using app but the previous design was just much simpler and appealing.","+","5","New design",3527661233,"https://itunes.apple.com/us/reviews/id106920801",1
"-EK-Red-","This was a awesome app but now you can only make so many mistakes before you have to wait like 4hours to try again. I like the old version better when you could practice over and over again.","-","1","Ruined",3527644667,"https://itunes.apple.com/us/reviews/id109285673",1
"Krueg86","The app appears to be doing exactly what it suggests. Very satisfied... So far.","+","4","So far so good",3527625533,"https://itunes.apple.com/us/reviews/id154857777",0
"ZR4809","Who needs Rosetta Stone with Duolingo? Best way to learn a language!","+","5","Awesome",3527550112,"https://itunes.apple.com/us/reviews/id458825533",0
"TheaLover","Thank you Duolingo I’ve learned a lot from this appointment","+","5","Thanks",3527522758,"https://itunes.apple.com/us/reviews/id737805475",0
"SydTheDutcher99","I am a very young woman and I am actually learning Dutch really quick!","+","5","DUTCHING!!",3527434483,"https://itunes.apple.com/us/reviews/id812613288",0
"pegcp","This app can never understand me when I speak back words or phrases 😑","-","3","Peggy",3527345308,"https://itunes.apple.com/us/reviews/id172224503",0
"mtthwnk","It was all nice but now you’re just shoving to people’s faces they need to pay in order to keep going. Before it was complete free  and unlimited to use  but now you have this health thing which now limits with very little time. Which now you can’t do more lessons because you need to do a 7 day free trial  then pay afterwards. Why ruin such a nice app? That’s pretty shameful for the developers of this app","-","1","You’ve ruined it",3527070853,"https://itunes.apple.com/us/reviews/id909218693",3
"😊💗🙃🤣😍😂😜","I love duolingo! It’s a super helpful and fun app. However  it could be improved with a few suggestions. One  more of the lessons should be available offline for free. And two you shouldn’t have to have enough “health” to learn. You should be able to learn for as long as you want without having to earn more hearts. It slows down the learning process by hindering you from studying. I would love to give duolingo 5 stars but these flaws are keeping me from it. I know  however  that no app is perfect so thanks for creating such a great app and learning resource!","-","3","Great but a couple flaws",3527069694,"https://itunes.apple.com/us/reviews/id819581734",0
"Diego Cantú","In 3 weeks of work I’ve learned more Czech than from any other method over 2 years.  I take screenshots to make my friends and colleagues laugh: One husband is entirely enough; There are spiders living in Katerina’s violin; What are these wolves doing here? The Czech president wants to sell Prague to Russia; There was a head in the fridge. The silliness actually makes it more real  motivating you and making you truly learn rather than just memorize stock phrases.   I had already learned 4 foreign languages to fluency before i knew about Duolingo  using many methods over many years. With it i’ve quickly learned enough Polish and French for traveling  and was disappointed they didn’t have Czech. Until now...","+","5","Try the Czech!",3526977599,"https://itunes.apple.com/us/reviews/id344634826",0
"imani saadiq","Y’all only have such little languages to learn  like how y’all wanna add Hindi but not Arabic? And there ain’t even a voice for the Hawaiian language so how am I supposed to know how to pronounce it?  Y’all should also make sure you learn from actual fluent speakers in a language before recommending it to your followers cause as a Spanish speaker y’all do not have good grammar in the Spanish side so when s Spanish learner tries to talk to me then they’ll get some stuff wrong.  Maybe y’all should also make new learners  learn the alphabet in a specific language so that could help them  cause I tried learning the alphabet and numbers for Hawaiian language but I can’t find it on YouTube ☹️","-","3","This is a good learning app but not enough",3526786402,"https://itunes.apple.com/us/reviews/id744738954",0
"Dan der Amerikaner","I have been using Duolingo for about a year now to learn German (which I had studied some years before). Duolingo has given me the exposure I need to keep my spoken German at functional level  expand my lexicon  and sharpen my listening and spelling skills. I have not yet used a program that is as user friendly  convenient  expedient  and efficient for a motivated language learner as Duolingo. Short of a fluent tutor  this is the best option yet. I encourage children and adults alike to take advantage of this program. Thanks!","+","5","Love it!",3526679992,"https://itunes.apple.com/us/reviews/id219498915",0
"helen andrews","I feel like I am doing something useful as I learn Spanish on this app. I have been at it for 2.5 years and have learned to speak and hear Spanish pretty well.","+","5","Great learning tool",3526611416,"https://itunes.apple.com/us/reviews/id426113738",0
"hombres infieles","Para mi es una grande oportunidad de estudiar en casa a la hora q tengo tiempo gracias a este programa gratuito me gusta muchísimo para mi a sido de gran ayuda gracias.","+","5","A quien corresponda",3526519852,"https://itunes.apple.com/us/reviews/id948897344",0
"Eighty grit","Man I loved this program!  Notice the past tense?  You SOOO screwed it up with the changes though.  Running out of health means you can’t advance anymore?  That does NOTHING to promote learning  it is ABSOLUTELY a ploy to force people to spend money on it.  I consider it DISHONEST to label it as a free language tool at this point.  PLEASE fix what you’ve destroyed!","-","1","Nerfed it bad!",3526474374,"https://itunes.apple.com/us/reviews/id368269702",2
"Nate24740","Loving this app so far. I’v learned more Spanish in the last few weeks than I did the whole time I took Spanish in high school. One suggestion to the creators is to add some sort of an archive of the words I’ve learned that way I can review the word and it’s translated meaning. I’ll be sitting somewhere and a Spanish word will come to me like a song stuck in my head and I can’t for the life of me remember what it means. If there was an archive I could go into Duolingo for the meaning instead of Google.","+","4","Great fun! Great learning!",3526363044,"https://itunes.apple.com/us/reviews/id453856006",0
"wolfgamer26","Oh my gosh I love dolingo so much it helps my in school and it helps me so if i go to a different country i know what they are saying","+","5","marli",3526113136,"https://itunes.apple.com/us/reviews/id430421961",0
"Noviceoutsider🍁","This app is amazing! I recommend it to anyone dying to learn a new language. However  I wish that the app offered learning how to write the characters of the language (ex. Japanese Hiragana.) The appearance of this extension of writing education would earn the app it’s final ★ from me.","+","4","Only One Thing is Missing",3525984653,"https://itunes.apple.com/us/reviews/id476932324",1
"Me223312","When I began learning Dutch vocabulary with Duolingo  I never remembered it and it was never useful. They don’t explain why your answer is wrong even when it’s grammatically correct  all Duolingo is is random phrases that make no sense whatsoever with Google Translate sentences. You could simply type in “The bear eats boots” on GT and still get the same grammatical and weird phrase on Duolingo. Trash! I switched to Babbel a few months back  their grammar is explained in an easy to understand way for a 12 year old  (aka me) and their voice recognition is strict  thats a good thing because you cannot sneeze into the mic and get a green “Correct” like on Duolingo. Instead  you actually have to train your pronunciation correctly numerous times  which Babbel clearly does. And Babbel also has spaced repition flashcards  writing and speaking exercises which may be why I remember the phrases and vocabulary so well. They teach verb tenses and conjugations  acronyms and cultural stuff. Great job Duolingo  you made a trashy app! I guarentee all these Duolingo users THINK they are learning a language  but they can’t remember simple vocabulary like us Babbel users. Anyways  don’t use Duolingo  all you’ll learn is “A bear pees in a boot” or “The worm hugs the dinosaur”.","-","2","Uh no",3525720072,"https://itunes.apple.com/us/reviews/id365862926",1
"Cashewww","I am thrilled Duolingo exists and I’m glad it’s such a fun way to learn. However  I do wish you could add the feature back where we can practice what we’re learning/have learned with Duo (conversation style). It was a few updates back  but it really helped drill certain words while communicating with Duo. Other than that  thanks for this blessing!  Still waiting though. . .","+","4","LOVE this app  but still want this feature...",3525027875,"https://itunes.apple.com/us/reviews/id335949944",1
"therealwaleska","I love it and am a Plus subscriber but why is your owl looking angry rather than friendly?","+","5","Why is the owl angry?",3525023755,"https://itunes.apple.com/us/reviews/id108703846",0
"joshpeek","Not a fan of the new logo and illustration design.","+","4","Still excellent  but bring back the old logo",3524989945,"https://itunes.apple.com/us/reviews/id26610252",0
"BettieSpaghettl","I feel guilty when I don’t reach a certain number of exp per day and can’t stop using duolingo until i have to go somewhere or sleep.","+","5","Feels kinda addicting",3524771976,"https://itunes.apple.com/us/reviews/id948674213",0
"Dakota530","This is a five star app for the sole fact that the mascot reminds me of Owl Jolson from the old musical loony toon cartoons and I sing “I love to singa” at least 20x more than prior to installing this app","+","5","owl Jolson found a new job",3524760216,"https://itunes.apple.com/us/reviews/id578027279",0
"someone929292","The new design looks childish  dated  low res  cheap and unprofessional — especially on the iPad. I can’t believe you paid someone to design this and then approved it. It looks nothing like an iOS app.  Plus  with the lack of lesson notes and very few typing opportunities (in both languages)  I am forced to resort to the mobile web app.","-","1","Great service  terrible app",3524747110,"https://itunes.apple.com/us/reviews/id34961209",2
"Gabizets","I’ve been using duolingo for some years  but only recently I’ve got to have a 30-day streak of using it everyday! I’m learning french  and it has been really good. C’est magnifique! But one thing that has been bothering me  is the lack of the tips and notes section in the app version of duolingo. I’m writing all my lessons and vocabulary on a small notebook  and the tips and notes section helps me a lot with my grammar. Writing that section on that notebook has helped me tons  but I can’t access it from my phone! If the creators of the app were able to add that in a new version of it  me and countless others will be very happy about it! Besides that  I’m very satisfied with it overall. Thank you for duolingo  and the opportunities it may rise for me!","+","4","Lovely app! Lacks some of the functions of the website",3524715088,"https://itunes.apple.com/us/reviews/id190300718",0
"SLPott","Overall a fun little app to increase one's language knowledge. Some translation errors and so far has made no differentiation between formal and informal ways to address people.","+","4","Generally useful  some problems",3524686789,"https://itunes.apple.com/us/reviews/id85066477",0
"Dane Deasy","Everything is great! Currently have one suggestion (which I also submitted as feedback to the developers through their website — you should too):   I’d love it if I could use the “return” key on the Apple Smart Keyboard Folio (on my new iPad Pro - or any attached keyboard) to tap the “Continue” button during lessons. This would really speed up how quickly I can get through lessons and would also be a nice quality of life improvement for the app. Can Duolingo please consider adding this support to this awesome app?","+","4","Love this app!",3524665558,"https://itunes.apple.com/us/reviews/id42278947",0
"Naybeline","I do not really like this app it moves too slow I mean it good to other people but not to me sorry ps I have bad grammar by.","-","3",">:(",3524607455,"https://itunes.apple.com/us/reviews/id241254930",0
"Robinhue391047","I don’t like how if I miss too many questions that I can’t continue on   I have to wait for hours or have to spend gems. It used to be very effective for me to be able to play for a hour a day  but now it’s limited and I forget everything.","-","3","Gems",3524561914,"https://itunes.apple.com/us/reviews/id464490208",0
"wiscokai","Seriously better than a class!","+","5","Unreal",3524547939,"https://itunes.apple.com/us/reviews/id279716020",0
"Mackenzie Nazario","I have learned to speak German in such a small amount of time with this app it makes it very easy and the repetition helps you learn faster and","+","5","I have learned so much",3524423558,"https://itunes.apple.com/us/reviews/id813516618",0
"💂🏿‍♀️💂🏿‍♀️","Because you have Hart’s. If you get something wrong.","-","3","Hearts",3524392295,"https://itunes.apple.com/us/reviews/id948628705",0
"View Checks","This is so easy to learn with great activities and you don’t need to pay to almost play half the game you can only BUY gems! Perfect if you are looking for a new language","+","5","Easy learning",3524342006,"https://itunes.apple.com/us/reviews/id629199969",0
"jellycat234","Always sending me notifications","-","3","Ok",3524199415,"https://itunes.apple.com/us/reviews/id778327931",0
"JKeyMart","I love learning espanol gracias movien","+","5","I LOVE dingo!!!",3524089752,"https://itunes.apple.com/us/reviews/id103008236",0
"FlairWooo","Great app! Would love to see Slovak added on here.","+","4","More languages",3524070175,"https://itunes.apple.com/us/reviews/id349886487",0
"jay09cool","Thanks for all your help in spanish😍","+","5","Thanks",3524030574,"https://itunes.apple.com/us/reviews/id946592483",0
"Du Shion","This is such a great and easy app.","+","5","Great",3524019125,"https://itunes.apple.com/us/reviews/id110485639",0
"Knight Who Says "Ni!"","Redesigned app  graphics  and lessons are all worse than the original app. Disappointing. The icon is cross-eyed to boot. Change it back!","-","1","Newer Versions are not as good",3523767468,"https://itunes.apple.com/us/reviews/id191616109",1
"izzygreatmuser","Omg I love Duolingo but it doesn’t have my own language! I request making Tagalog (Filipino) language please thank you!","-","3","New language",3523758492,"https://itunes.apple.com/us/reviews/id430999614",0
"hcyleee","Love duolingo been using it for a while however i’ve started learning french again and the whole hearts and life’s thing is kind of irritating  especially when i’m getting question that say “Je suis une” and i have to choose between “femme  homme  pomme” it gives me no indication on whether it’s supposed to be a female or a male and when i choose one or the other it marks me wrong  these question seem a little ridiculous as there is a 50/50 shot i get it right or wrong and it’s even more frustrating when i have one life left and it marks me wrong because i should have chose homme instead of femme  but other than that pretty good app 👍","-","3","A little confused",3523749553,"https://itunes.apple.com/us/reviews/id948562316",0
