"Dpioro","Had to start a new account but it’s just as exciting!","+","5","Super addictive",3535848580,"https://itunes.apple.com/us/reviews/id214067723",0
"hnotbf","I’m obsessed","+","5","I’m obsessed",3535770796,"https://itunes.apple.com/us/reviews/id495691107",0
"minnuvtcolmysrd","This game cheats like a motha","-","1","Candy Crush",3535762142,"https://itunes.apple.com/us/reviews/id352484624",0
"Silosr","I'm glad that candy crush is now better than ever. You won't want to put it down ‼️ Though it does ask for lots of money to continue on to the next level.","+","5","Game has gotten better",3535736432,"https://itunes.apple.com/us/reviews/id323244593",0
"chii432","Addictive","-","3","Re",3535709432,"https://itunes.apple.com/us/reviews/id772519028",0
"heythisismynickname562","#1 game I use to pass the time. Provided challenges and offers great rewards for continued play. 100% recommend!","+","5","Amazing past time!",3535674657,"https://itunes.apple.com/us/reviews/id548092926",0
"jazzand charles","Super","+","5","Candy crush",3535664947,"https://itunes.apple.com/us/reviews/id947256496",0
"Red-_-_-_","Doing this for in game reward","+","5","D",3535572843,"https://itunes.apple.com/us/reviews/id636414776",0
"12311999","I have enjoyed this game.","+","5","Awesome",3535568496,"https://itunes.apple.com/us/reviews/id185851048",0
"Reed🍊","Update: I’m now on level 171. It requires me to get 10 striped candies in 12 moves. That’s ridiculous. I’ve been on this level for days and I’ve wasted boosters. I don’t see any way I’m ever going to pass this level unless I get incredibly lucky with the board. Please add more moves. The levels should be challenging  but they shouldn’t be near impossible.  -  It’s a fun game and a good way to pass time on the subway or waiting for an appointment. Overall I like it  I just have two suggestions: 1. Add an option to turn off hints. Most of the time they’re not actually helpful  but just a distraction. For example  every time there’s a color bomb on the board the game wants me to use it. Often times I’m saving the bomb for a later move but the game won’t stop telling me to use it now. 2. Add a confirmation for buying things with gold bars. Earlier today I failed a level and I accidentally pressed the button to pay for more moves. I wasted 10 bars. Just a simple “This will cost 10 bars. Continue?” with a yes button and a cancel button would be helpful.","-","2","Changed to 2 stars",3535516438,"https://itunes.apple.com/us/reviews/id947747941",0
"kimmym35","Absolutely love this Game","+","5","Love it",3535491172,"https://itunes.apple.com/us/reviews/id372396002",0
"Suzyskis","Surprisingly entertaining.","+","4","Visually stimulating",3535425575,"https://itunes.apple.com/us/reviews/id183209162",0
"Funtimes07","Addictive game","+","5","Fun",3535399768,"https://itunes.apple.com/us/reviews/id238921234",0
"Use2b29","A fun time burner!","+","5","Fun",3535382776,"https://itunes.apple.com/us/reviews/id114553050",0
"bluiez","Fun fun fun","+","5","Fun",3535379190,"https://itunes.apple.com/us/reviews/id947299558",0
"notonmywatch715","Very addicting","+","4","Candy crush",3535365444,"https://itunes.apple.com/us/reviews/id631762387",0
"album5","I have had to transfer this game to 2 new devices and both times I lost all my extra lives & boosters.  I stayed on the same level & kept the gold bars.  Otherwise  a fun game.","-","3","Lost boosters",3535266954,"https://itunes.apple.com/us/reviews/id752649729",0
"bangobongo182","App is good app","+","5","Good",3535250540,"https://itunes.apple.com/us/reviews/id131281798",0
"666nemA","Just cant stop playing","+","5","I love it",3535244427,"https://itunes.apple.com/us/reviews/id523042911",0
"17hun17","Awesome to play","+","5","Candy",3535162656,"https://itunes.apple.com/us/reviews/id110890563",0
"play2783","used to be my favorite. now I can’t simply play the game without ten things popping up that I need to X out of.","-","3","too many pop ups",3535152415,"https://itunes.apple.com/us/reviews/id445970995",0
"RashaeDoll","I’m addicted. It’s just a matter of time for you. 😊","+","5","Addiction issues",3535142894,"https://itunes.apple.com/us/reviews/id193268115",0
"Luvk9","Love this game! Great to play while waiting for the kids to get out of school!!!","+","5","Love it!",3535139424,"https://itunes.apple.com/us/reviews/id341496665",0
"Megthechef","Fun game to pass the time with.","+","5","Fun game",3535066025,"https://itunes.apple.com/us/reviews/id161859449",0
"michael10101982","This is a great way to pass time","+","5","Review",3535017239,"https://itunes.apple.com/us/reviews/id507174422",0
"Slum master","It fun thank you","+","4","Great",3534982360,"https://itunes.apple.com/us/reviews/id300400555",0
"A Curette","I absolutely love this game","+","5","Candy crush",3534951825,"https://itunes.apple.com/us/reviews/id559387267",0
"pickled spice","I don’t like the changes you can’t reset the board? Why...  then you take all the rewards.","-","2","Changes",3534912192,"https://itunes.apple.com/us/reviews/id587682703",0
"Sparkle Narwhal","Candy Crush is awesome and one of my all time favorites! I would HIGHLY recommend it!","+","5","AWESOME!!",3534895937,"https://itunes.apple.com/us/reviews/id589565923",0
"dobele1216","Recently DOUBLED the cost of gold bars.  Will never get another cent from me!","-","1","Increased prices!",3534887817,"https://itunes.apple.com/us/reviews/id23551485",0
"Topsnwbrdr","👍🏻","+","5","Love it",3534841224,"https://itunes.apple.com/us/reviews/id143137972",0
"emmarie154","I’m addicted  lol","+","5","Love This Gamee",3534826144,"https://itunes.apple.com/us/reviews/id855740708",0
"🎀Khaliah🎀","Brain fun while i am cozy in my blanket! :)","+","4","Fun times",3534822333,"https://itunes.apple.com/us/reviews/id106453454",0
"Dedra7","Please add an option to turn off the blinking candies that suggest a move. Thanks! 🙂","+","4","Blinking Candies",3534761902,"https://itunes.apple.com/us/reviews/id35646352",0
"julyia_xiv","I love this game so much","+","5","So much fun",3534706440,"https://itunes.apple.com/us/reviews/id162481776",0
"Hannahiscommenting","I have played this game for YEARS  and I still never get tired of it. Love that you can now watch an ad to earn something for the level.","+","5","Love",3534647556,"https://itunes.apple.com/us/reviews/id480514895",0
"Oncer2002","This is such a fun game!!","+","5","Mandy C.",3534628810,"https://itunes.apple.com/us/reviews/id499900473",0
"TheHHIC27","Not a good use of my time but fun to do when waiting.","-","3","Fun Game - Time Waster",3534603222,"https://itunes.apple.com/us/reviews/id624221063",0
"lilygamerXD100","I love it!","+","5","I... I... I...",3534571654,"https://itunes.apple.com/us/reviews/id890580017",0
"Jeffrey Thomas b","Great","+","5","Candy crush",3534563064,"https://itunes.apple.com/us/reviews/id423779692",0
"Gig3000","Fun","+","5","Fun",3534551222,"https://itunes.apple.com/us/reviews/id233942606",0
"bugotifish","Game is a lot of fun","+","4","Mucho fun",3534538159,"https://itunes.apple.com/us/reviews/id362658362",0
"maggie$&@"","Love this game!!","+","5","Fred loves this game",3534489999,"https://itunes.apple.com/us/reviews/id867674857",0
"💗 liz","Very great game!","+","5","Candy",3534444410,"https://itunes.apple.com/us/reviews/id606839986",0
"Rubster1234","my favorite game","+","5","love it",3534443938,"https://itunes.apple.com/us/reviews/id155343285",0
"67gi","Fun to play and challenging","+","5","Entertainment",3534434703,"https://itunes.apple.com/us/reviews/id185871519",0
"Endancy","Loads of fun!","-","3","Fun",3534402396,"https://itunes.apple.com/us/reviews/id199632364",1
"Zz3253","..","+","4","Pay2win",3534383912,"https://itunes.apple.com/us/reviews/id210357889",0
"Irishred16","Please give an option to request suggestions  or turn them off.  At least delay giving them until 10-15 seconds minimum after no move is made yet.  Very annoying to immediately have them flashing at you.","-","2","Unwanted Suggested Moves",3534367113,"https://itunes.apple.com/us/reviews/id296107353",0
"mrs.pugsalot","IT'ᔕ ᒪIT","+","5","ᒪIT",3534366848,"https://itunes.apple.com/us/reviews/id27787323",0
"fiddlefoot1951","Fun  fast  addictive. One negative only and that is when you show or toss in little remarks they disappear before you can read them. That doesn’t stop me from playing for way to many hours. 😀","+","5","Candy Crush Saga",3534326339,"https://itunes.apple.com/us/reviews/id539859028",0
"Billswill","Love the newest game as well as the others.   Very challenging and fun.  Keep getting crushed haven’t gotten to the end of any yet","+","5","The Crushers",3534205727,"https://itunes.apple.com/us/reviews/id324232960",0
"elleellebean","I’ve found to use this when my  mind wanders as I’m trying to fall asleep. Keeps me occupied and helps me wind down.","+","5","Relaxing",3534146726,"https://itunes.apple.com/us/reviews/id592973898",0
"bcmotaylor","This is very fun game to play when your bored.","+","5","Great game",3534080952,"https://itunes.apple.com/us/reviews/id34120771",0
"bejadler","I HATE the new version!  Cost of bars has doubled and I cannot afford to keep buying them!  I have spent way too much money already and will NOT recommend this game to others again!  Restarted game and different version loaded. Wharton’s is up with that? Play on two iPads and both have different versions!","-","3","Comments",3533859328,"https://itunes.apple.com/us/reviews/id512508371",0
"1995Shann","Addictive and fun to play","+","5","Addictive game",3533835661,"https://itunes.apple.com/us/reviews/id338373375",0
"Rvkidmat","Desee","+","5","We",3533779923,"https://itunes.apple.com/us/reviews/id165898762",0
"CCIAWOM","Thanks to the team for making a barely justifiable expense completely unacceptable. The increased costs for the assortment of in-App purchases has provided the perfect motivation to delete the game once and for all.","-","1","Now very overpriced",3533763830,"https://itunes.apple.com/us/reviews/id15851847",0
"Samos1688","I’ve been playing Candy Crush for years and this is my third time but the latest version only gives 32+moves while the older version gives 45 moves. It is impossible to get 100 greens in 32 moves because 100 greens do not appear on such a small board. This level in 32 moves does not appear on the tips or cheat apps so I’m stuck.","+","4","Stuck on level 456",3533739995,"https://itunes.apple.com/us/reviews/id218121087",0
"motomom 422","Fun game to pass the time","+","4","Addictive",3533649806,"https://itunes.apple.com/us/reviews/id888501894",0
"to draw","I’ve been playing this game for way too many years. I can’t believe that if you can’t win a game you take a life away! AND you’ve cut back the piggy bank by HALF! Disable people and retired people don’t have the money to buy all your little gold bars and with making some of the levels impossible to win you only get 3 chances to try because you take the lives away....SHAME on you  maybe the other people that are new and haven’t been playing for 6+ years will make you even more millions","-","3","Unreal.......so sad",3533486289,"https://itunes.apple.com/us/reviews/id250191335",0
"kiabri","Great relaxing game","+","5","Candy crusher",3533451288,"https://itunes.apple.com/us/reviews/id937663808",0
"mschu1horselover","Awesome! This game is addictive. Its very relaxing","+","5","Great!!",3533432326,"https://itunes.apple.com/us/reviews/id490763080",0
"Dust yo","Addictive","+","5","Great",3533358181,"https://itunes.apple.com/us/reviews/id453854355",0
"My3Kids!73069","This is a very fun and addictive game!","+","5","Candy crush saga",3533073115,"https://itunes.apple.com/us/reviews/id488217354",0
"Candy Crush Fanny","🎯🙌🏽","+","4","Fun and challenging",3532870177,"https://itunes.apple.com/us/reviews/id495701157",0
"CarlieC","Love love love this game","+","5","BEST GAME EVER",3532726634,"https://itunes.apple.com/us/reviews/id391596626",0
"❤❤Driaa","Annoying when you don’t enough moves.","-","1","..",3532693668,"https://itunes.apple.com/us/reviews/id295981443",0
"Almaatinka","Honestly  you think you will make it hard and give less moves  adjust the level to be harder from what its really like in other videos   and i will pay to pass this level? I get what you Are doing. You will not get a dime from me!!! Id rather delete this game! This level is impossible!!!! IMPOSSIBLE!! No way to pass without boosters","-","1","Level 3953",3532662115,"https://itunes.apple.com/us/reviews/id282019712",0
"SpanishFly11111111","Super addicting too much fun!","+","4","Super addicting",3532602789,"https://itunes.apple.com/us/reviews/id429162495",1
"Rycbnb","Coo","-","3","Coo",3532491495,"https://itunes.apple.com/us/reviews/id355966087",0
"donnaerndt65","Best game ever","+","5","Candy crush",3532436072,"https://itunes.apple.com/us/reviews/id657195829",0
"tennesseeKidd","Super fun.","+","5","Fun",3532410226,"https://itunes.apple.com/us/reviews/id298132202",0
"Larrinette","Relaxes me","+","5","Fun",3532351589,"https://itunes.apple.com/us/reviews/id141642225",0
"Sazzienuca","Awesome game!  I love it!","+","5","Candy Crush",3532335392,"https://itunes.apple.com/us/reviews/id207536535",0
"mk1377","Lots of fun","+","5","Fun",3532317329,"https://itunes.apple.com/us/reviews/id670843033",0
"Diggs/Love","Never win the jackpot🤦🏾‍♀️👎🏾","-","1","Jackpot",3532303428,"https://itunes.apple.com/us/reviews/id506098179",0
"Raleyboo🤪","So I’m on level 65 and it’s so freaking fun and it helps keep me calm like I literally play 24/7.....I use to hate this game but now it is the best game on my phone  so like yeah just download the game and play💯🤪","+","5","Omggg I love this game 🥰",3532261909,"https://itunes.apple.com/us/reviews/id949572953",0
"Herculesmaggie123","I'm addicted it's so fun","+","5","Love this game!",3532095510,"https://itunes.apple.com/us/reviews/id527161008",0
"Nikki Jerrett","So I was on level 1930. I googled it because it gives you 13 moves to knock out like 60 plus squares. I noticed that YouTube video I came across  the players had 20 plus moves. So candy crush wants to lower the moves so you’re FORCED into buying crap from them just so you can make it to the next level. You’re pathetic!","-","1","Money hungry company... Pathetic!",3532059418,"https://itunes.apple.com/us/reviews/id163689619",0
"romalain","It is sooooooooooo fun to play the game keep up the good work","+","4","Luv the game sooooooo much",3532027370,"https://itunes.apple.com/us/reviews/id913092009",0
"(^_^)TAFUR","Entretenido","+","5","Súper",3531992154,"https://itunes.apple.com/us/reviews/id527907782",0
"balserrrrr","👍👍👍👍😜😜😜","+","5","Awesome",3531932724,"https://itunes.apple.com/us/reviews/id783659369",0
"ejeppeje dn","Good","+","5","Very good",3531878731,"https://itunes.apple.com/us/reviews/id632966289",0
"Mollyreeves","Addictive!!! STRESS RELIEVER ❤️👌","+","5","Ann Reeves",3531870665,"https://itunes.apple.com/us/reviews/id198636142",0
"jessowendan","I really like this game.","+","5","Rate",3531803827,"https://itunes.apple.com/us/reviews/id367828250",0
"Heat trio 6 3. 1","Lit","+","5","Lit",3531730710,"https://itunes.apple.com/us/reviews/id105959395",0
"They infringed","I play all the time","+","5","Awesome game",3531721591,"https://itunes.apple.com/us/reviews/id430908337",0
"draas1350","Just addictive enough to come back every day for a hr or so","+","5","Measured addiction",3531680869,"https://itunes.apple.com/us/reviews/id131662568",0
"George39993","Awesome game. Keeps you playing for a long time.","+","5","Candy Crush",3531677774,"https://itunes.apple.com/us/reviews/id893568332",0
"damose73","Fun and frustrating at the same time ... But almost addictive.","+","5","Great way to pass the time",3526866529,"https://itunes.apple.com/us/reviews/id895735851",0
"aksuedot","Addictive.  Challenging. Absolute fun.","+","5","Candy Crush",3526756934,"https://itunes.apple.com/us/reviews/id287503650",0
"eldke wovnme","Great game","+","5","Great",3526720021,"https://itunes.apple.com/us/reviews/id948928684",0
"hunnercg","It’s fun","+","5","Gameplay",3526692790,"https://itunes.apple.com/us/reviews/id948924679",0
"hlmoor57","Love love  love this game ‼️","+","5","Rate",3526647226,"https://itunes.apple.com/us/reviews/id318073056",0
"SimpleKennyG","Love the game  but noticed a static sound even with the audio set to off in the settings. After some googling I see it’s been an issue for some time. Would give 5 stars if it was not an issue  but with the irritating static noise 3 stars is all I can bring myself to give. Please fix!!","-","3","Static on iPhone SE",3526615244,"https://itunes.apple.com/us/reviews/id610492398",0
"Rtoler","I’m so addicted to this game it’s amazing!","+","5","Love it",3526577825,"https://itunes.apple.com/us/reviews/id86142833",0
"joseytis","Muy bueno","+","5","Ho",3526527388,"https://itunes.apple.com/us/reviews/id948899895",0
"hohohomerrychristmas12345","Super sweet fun","+","5","Fun fun fun",3526525887,"https://itunes.apple.com/us/reviews/id104272475",0
"Shaimaa_6","The best game ever","+","5","Amazing",3526444610,"https://itunes.apple.com/us/reviews/id536325783",0
"Kfsffg","SUPER","+","5","yay",3526412616,"https://itunes.apple.com/us/reviews/id247583475",0
"Phyuphyuvivienne","Love it! Excellent","+","5","Great",3526380395,"https://itunes.apple.com/us/reviews/id598715375",0
"BadGrammy","I wish they wouldn’t set off other bombs without my selection.","+","5","Color bombs",3526315873,"https://itunes.apple.com/us/reviews/id26243871",0
"1prettyp","Love crushing","+","5","Candy",3526306713,"https://itunes.apple.com/us/reviews/id107229928",0
"fangirlingoverthisapp","It’s a fun game and I enjoy it  but I spent $2.99 to open my piggy bank and I was under the impression that it would stay open  not that I’d have to pay $2.99 every time I wanted to open it.","-","3","Fun game",3526267582,"https://itunes.apple.com/us/reviews/id346432772",0
"Jax_2010","I love this game  very addicting thou so be careful","+","5","Addicting game.",3526153668,"https://itunes.apple.com/us/reviews/id160608415",0
"hdawg44","Candy Cruuusshhh!!!","+","5","Great",3526145404,"https://itunes.apple.com/us/reviews/id664607871",0
"tkwoods214","Amazing !! Keeps me entertained for hours !! love my CRUSH","+","5","cloud9",3526085775,"https://itunes.apple.com/us/reviews/id604292206",1
"Gsald661","Every time there’s an update something goes wrong  this time is the free spin feature...Mine is not working  it only goes down to 40 hours and then goes back up to 47 hours  I haven’t had a free spin chance in about two weeks. Help!","+","5","Love candy crush but...",3525922667,"https://itunes.apple.com/us/reviews/id41446407",1
"Shortyplus","It’s a good game to kill time.","+","4","Fun",3525877592,"https://itunes.apple.com/us/reviews/id431807219",0
"RayRayPink","Great Game!!","+","5","Candy Crush",3525724144,"https://itunes.apple.com/us/reviews/id358950634",0
"Amiri4848","Im in 3913 level of this game  Am i the first player in the word?","+","5","First player",3525721184,"https://itunes.apple.com/us/reviews/id912878267",0
"Lady8x","I love this game it’s fun but the fun ended recently. I don’t mind paying a bit but now I can’t get pay a little to get much. The developers have upped their prices.  I am out. Too much. Too bad. I have stopped paying.","-","3","Candy crush.",3525481758,"https://itunes.apple.com/us/reviews/id18179056",0
"Shel70bel","This new one is SO much better!","+","4","Bella",3525226439,"https://itunes.apple.com/us/reviews/id161547855",0
"Cece1207435","favorite game of all time","+","5","candy crush",3525199501,"https://itunes.apple.com/us/reviews/id27935246",0
"kld01","Can’t put it down👍🏽 definitely recommend it!","+","5","👍🏽",3525139562,"https://itunes.apple.com/us/reviews/id527442634",0
"Meeee4684368","Great game","+","5","Addictive",3525087585,"https://itunes.apple.com/us/reviews/id312540155",0
"Lizole93","This game is good for anyone who love challenges","+","5","Awesome Game",3525059603,"https://itunes.apple.com/us/reviews/id294117068",0
"cpawpaws","Sometimes can be frustrating but love it","+","5","Love it",3525036983,"https://itunes.apple.com/us/reviews/id341458493",0
"Mary T B","Love it","+","5","Love it !!",3525025670,"https://itunes.apple.com/us/reviews/id371499362",0
"Broweye54","The game is so much fun ..you don't want to stop playing","+","5","Fun game",3525019355,"https://itunes.apple.com/us/reviews/id256805760",0
"ApLuvr","Fun and relaxing stress reliever!  LUV the graphics! Play EVERY day!","+","5","LOVE THIS GAME!!!",3524977481,"https://itunes.apple.com/us/reviews/id229178502",0
"MerrillMeow","Perfect game to play when I’m feeling restless.","+","5","Fun",3524918767,"https://itunes.apple.com/us/reviews/id176749989",0
"SCchamps2009","Clash royal let’s you play all you want with no waiting and doesn’t entice you to pay to play the free app. You guys are making a boat load of money I bet  but you say “swipe the stress away” whereas this game pisses me off when I get stuck and run out of lives and constantly get asked “oh pay REAL money to keep playing”. Your game might be addicting and challenging...but you are killing the fun","-","1","Get stuck on a level...buy your way out",3524913445,"https://itunes.apple.com/us/reviews/id657980525",0
"americanveteran","5 stars I love this game","+","5","Bill",3524911692,"https://itunes.apple.com/us/reviews/id470659782",0
"Appuser5555","Just relaxing fun","+","5","Fun",3524911599,"https://itunes.apple.com/us/reviews/id101446807",0
"jaycaaaat","after all these years of this being out I am still obsessed!","+","5","addicted",3524892698,"https://itunes.apple.com/us/reviews/id231015069",0
"Chris D. 1579","Great game..👍🏾👌🏾","+","5","Chris",3524871372,"https://itunes.apple.com/us/reviews/id199226309",0
"Bunny boo 5678","I can’t get enough of the game it’s scary addicting lol","+","5","Very addicting",3524863512,"https://itunes.apple.com/us/reviews/id464373504",0
